order_id,customer_id,order_date,amount,status,channel
51259,5,2024-12-29,17.47,pending,web
51260,116,2024-09-24,249.77,completed,mobile
51261,87,2025-08-15,29.24,completed,web
51262,11,2025-10-05,50.94,pending,web
51263,68,2024-11-16,55.57,completed,web
51264,55,2025-02-24,28.63,completed,store
51265,54,2024-05-23,69.46,completed,mobile
51266,48,2025-07-10,10.45,pending,mobile
51267,112,2024-02-25,23.81,refunded,web
51268,77,2024-10-24,74.32,completed,web
51269,75,2024-02-24,100.25,cancelled,mobile
51270,64,2025-11-22,69.47,refunded,web
51271,,2024-07-24,64.86,completed,web
51272,14,2025-06-01,50.06,completed,web
51273,62,2024-08-28,163.91,cancelled,mobile
51274,110,2024-05-06,41.63,completed,web
51275,96,2024-06-23,57.74,completed,web
51276,38,2024-04-12,204.45,refunded,web
51277,50,2024-04-19,41.19,completed,web
51278,59,2025-02-02,396.09,cancelled,web
51279,117,2024-05-22,46.11,completed,web
51280,21,2025-05-30,58.85,completed,mobile
51281,46,2025-07-30,23.98,completed,web
51282,98,2025-02-07,28.99,cancelled,mobile
51283,74,2025-06-03,127.26,completed,mobile
51284,76,2024-12-22,112.65,completed,web
51285,110,2024-08-25,182.97,completed,store
51286,104,2024-08-30,93.71,pending,store
51287,8,2024-04-27,47.64,refunded,mobile
51288,119,2024-04-20,86.97,refunded,mobile
51289,26,2025-05-17,48.06,completed,mobile
51290,56,2024-07-15,113.85,completed,web
51291,94,2025-10-19,57.44,completed,mobile
51292,61,2024-12-31,80.76,completed,mobile
51293,57,2025-01-20,193.59,completed,mobile
51294,39,2025-05-25,20.37,completed,web
51295,106,2024-09-14,42.57,completed,store
51296,10,2024-09-04,54.6,completed,mobile
51297,115,2025-04-27,68.78,pending,web
51298,43,2024-03-01,17.09,refunded,web
51299,97,2024-03-04,36.02,cancelled,store
51300,90,2024-02-06,42.87,pending,mobile
51301,79,2025-07-18,52.69,refunded,web
51302,5,2024-08-18,80.29,completed,mobile
51303,113,2024-01-22,91.04,cancelled,store
51304,88,2024-01-19,59.19,pending,mobile
51305,56,2025-07-16,21.33,cancelled,store
51306,48,2024-12-17,49.49,completed,web
51307,2,2025-07-03,28.1,completed,web
51308,78,2024-09-07,35.33,refunded,web
51309,33,2024-07-29,53.09,completed,store
51310,110,2024-11-05,22.81,cancelled,store
51311,41,2025-05-30,22.58,pending,mobile
51312,80,2024-03-21,33.08,cancelled,web
51313,95,2024-05-05,19.82,completed,web
51314,31,2025-10-27,24.2,completed,mobile
51315,11,2025-09-16,45.95,pending,web
51316,6,2025-01-23,24.32,completed,mobile
51317,5,2024-12-22,95.49,completed,mobile
51318,76,2024-01-29,14.04,pending,store
51319,101,2024-02-28,148.93,refunded,store
51320,37,2025-07-01,48.21,cancelled,mobile
51321,34,2025-01-25,19.94,completed,web
51322,32,2024-10-29,36.92,cancelled,web
51323,35,2025-10-30,173.15,completed,web
51324,85,2024-09-27,135.82,completed,web
51325,60,2025-01-02,45.36,completed,web
51326,75,2024-10-10,198.49,completed,web
51327,34,2024-10-09,27.27,completed,mobile
51328,19,2025-11-02,190.86,completed,mobile
51329,30,2024-09-22,58.07,completed,web
51330,10,2024-04-25,55.76,completed,mobile
51331,107,2025-03-01,18.36,completed,web
51332,42,2025-01-03,36.36,refunded,web
51333,38,2024-06-13,41.65,completed,store
51334,4,2024-08-04,136.75,refunded,mobile
51335,75,2024-08-08,35.75,refunded,mobile
51336,49,2025-10-26,123.84,cancelled,store
51337,81,2025-03-04,58.25,cancelled,mobile
51338,78,2025-06-21,57.02,completed,mobile
51339,38,2024-12-02,10.89,completed,web
51340,41,2024-04-28,90.68,pending,web
51341,46,2024-03-19,312.34,cancelled,web
51342,101,2025-08-06,124.23,pending,mobile
51343,86,2024-09-23,105.13,completed,web
51344,54,2024-05-31,73.83,completed,store
51345,113,2024-06-19,25.77,cancelled,mobile
51346,61,2024-05-09,15.13,cancelled,store
51347,116,2024-05-10,39.59,refunded,web
51348,44,2024-12-10,77.32,refunded,web
51349,95,2025-04-04,276.48,refunded,mobile
51350,38,2024-05-17,187.18,cancelled,store
51351,120,2024-06-04,225.72,completed,mobile
51352,59,2025-03-25,9.98,completed,store
51353,13,2025-05-20,32.09,cancelled,mobile
51354,109,2024-10-19,37.37,completed,store
51355,6,2024-08-03,47.45,cancelled,web
51356,45,2024-05-01,29.89,completed,store
51357,37,2024-09-22,28.22,cancelled,mobile
51358,4,2024-02-10,234.44,completed,web
51359,107,2025-01-13,80.43,cancelled,web
51360,59,2024-04-22,54.01,completed,store
51361,94,2024-12-28,308.41,completed,mobile
51362,42,2024-12-09,22.56,cancelled,mobile
51363,10,2024-11-18,56.73,cancelled,mobile
51364,113,2025-10-11,69.83,cancelled,web
51365,29,2024-09-28,50.17,completed,mobile
51366,37,2025-10-12,60.73,completed,web
51367,89,2025-01-24,70.08,completed,web
51368,85,2024-11-03,88.28,refunded,web
51369,46,2024-10-29,25.68,completed,web
51370,41,2024-12-21,144.46,pending,mobile
51371,111,2025-02-25,72.32,completed,mobile
51372,114,2025-02-22,32.8,pending,mobile
51373,55,2024-02-25,15.75,completed,mobile
51374,6,2025-02-23,69.28,completed,store
51375,79,2024-05-12,63.83,refunded,web
51376,49,2024-12-07,68.27,cancelled,web
51377,69,2024-06-09,123.44,refunded,web
51378,103,2025-01-17,39.92,refunded,web
51379,2,2024-01-21,119.79,cancelled,web
51380,63,2024-10-16,37.49,refunded,web
51381,35,2025-01-21,70.85,refunded,store
51382,111,2024-03-16,55.82,refunded,web
51383,2,2025-07-08,65.39,refunded,mobile
51384,51,2025-09-12,35.68,completed,web
51385,26,2025-11-02,65.25,pending,web
51386,53,2025-05-09,18.95,cancelled,web
51387,3,2025-02-07,96.67,cancelled,store
51388,51,2025-04-02,35.36,refunded,web
51389,19,2024-03-26,26.84,pending,mobile
51390,11,2025-09-23,153.6,cancelled,mobile
51391,8,2024-09-15,33.27,completed,web
51392,89,2025-02-20,114.44,completed,mobile
51393,102,2025-05-26,24.94,completed,web
51394,62,2024-03-24,159.1,completed,web
51395,515,2024-06-19,53.58,cancelled,web
51396,96,2025-03-04,44.32,pending,store
51397,93,2025-11-23,33.36,completed,mobile
51398,22,2025-06-19,214.49,refunded,web
51399,78,2025-04-18,29.08,refunded,mobile
51400,110,2024-06-17,67.25,completed,web
51401,23,2024-03-09,78.8,completed,mobile
51402,43,2025-10-01,51.72,completed,mobile
51403,114,2025-10-05,36.68,completed,mobile
51404,52,2025-07-28,65.08,completed,mobile
51405,14,2024-10-13,18.63,completed,mobile
51406,76,2025-01-27,18.43,cancelled,mobile
51407,104,2025-09-22,87.06,completed,web
51408,30,2024-04-03,277.72,completed,web
51409,,2024-02-23,44.44,completed,mobile
51410,16,2025-02-06,40.81,pending,web
51411,108,2025-06-27,11.49,completed,store
51412,82,2024-05-26,168.62,pending,mobile
51413,33,2025-07-25,291.64,completed,web
51414,47,2025-11-17,36.97,cancelled,mobile
51415,118,2025-01-26,3.51,completed,web
51416,47,2024-01-06,65.83,completed,store
51417,65,2025-09-13,21.37,refunded,web
51418,6,2024-09-16,38.5,cancelled,mobile
51419,111,2025-04-27,53.15,refunded,mobile
51420,104,2025-01-13,8.03,completed,web
51421,107,2024-02-27,41.05,completed,web
51422,70,2024-07-17,129.21,completed,mobile
51423,109,2024-06-22,228.6,completed,mobile
51424,86,2025-11-14,71.13,cancelled,web
51425,35,2025-03-30,86.99,refunded,mobile
51426,108,2024-11-14,32.85,completed,web
51427,108,2025-08-02,115.08,completed,web
51428,76,2024-01-21,344.12,completed,mobile
51429,59,2024-09-09,22.68,completed,mobile
51430,95,2024-02-24,42.65,completed,web
51431,41,2024-07-11,36.1,completed,web
51432,57,2025-05-16,39.18,refunded,mobile
51433,107,2024-06-23,38.06,completed,store
51434,56,2025-11-29,94.17,refunded,store
51435,71,2024-10-02,28.15,completed,store
51436,67,2024-07-09,51.02,completed,web
51437,49,2024-02-04,40.88,completed,store
51438,2,2025-05-01,27.54,completed,web
51439,46,2025-04-23,71.89,pending,mobile
51440,59,2025-03-21,103.52,completed,web
51441,48,2025-05-09,79.21,completed,mobile
51442,116,2024-04-20,32.79,cancelled,web
51443,4,2024-06-19,83.27,completed,mobile
51444,7,2024-11-12,89.79,completed,web
51445,22,2025-11-05,39.84,completed,store
51446,56,2024-09-07,17.56,completed,web
51447,21,2025-04-27,61.55,completed,store
51448,86,2025-04-19,194.25,completed,web
51449,41,2024-05-16,43.95,completed,mobile
51450,94,2025-09-03,46.21,pending,mobile
51451,522,2024-08-28,40.89,completed,mobile
51452,97,2024-03-20,69.85,completed,web
51453,39,2024-12-13,44.43,completed,web
51454,50,2025-05-07,47.63,refunded,mobile
51455,14,2024-03-25,23.61,refunded,store
51456,103,2024-06-13,29.36,pending,mobile
51457,2,2025-11-17,29.17,completed,web
51458,95,2025-09-10,55.35,refunded,web
51459,69,2024-04-24,58.85,refunded,web
51460,1,2025-08-27,26.37,cancelled,mobile
51461,59,2025-04-20,38.0,pending,web
51462,7,2025-01-13,31.65,completed,mobile
51463,4,2024-07-02,32.55,pending,web
51464,82,2024-04-24,43.99,refunded,web
51465,23,2024-04-06,28.86,pending,web
51466,36,2025-04-14,78.62,refunded,mobile
51467,73,2024-03-19,41.97,cancelled,store
51468,82,2024-04-13,102.46,completed,web
51469,96,2025-10-30,80.19,pending,store
51470,102,2024-09-24,72.01,refunded,mobile
51471,48,2024-08-08,107.26,refunded,mobile
51472,24,2025-11-18,18.15,completed,mobile
51473,,2025-02-28,74.9,pending,mobile
51474,82,2024-08-14,13.75,completed,web
51475,37,2025-09-15,173.65,refunded,mobile
51476,70,2025-07-25,18.58,completed,mobile
51477,20,2025-05-25,13.52,refunded,web
51478,52,2025-08-08,62.59,completed,mobile
51479,68,2024-10-25,106.37,pending,web
51480,80,2025-10-01,37.32,completed,mobile
51481,37,2025-05-17,171.23,cancelled,web
51482,78,2024-05-06,25.74,completed,mobile
51483,23,2025-02-14,61.11,completed,web
51484,77,2025-01-06,96.14,refunded,store
51485,98,2025-05-29,59.47,pending,web
51486,60,2025-04-05,415.31,refunded,web
51487,117,2025-08-17,38.1,cancelled,web
51488,79,2024-03-23,93.88,completed,web
51489,32,2025-10-02,52.19,completed,web
51490,77,2025-10-31,39.24,completed,store
51491,21,2024-09-02,135.27,completed,web
51492,4,2025-04-17,45.24,pending,store
51493,102,2025-04-17,54.62,cancelled,mobile
51494,112,2024-06-12,14.32,completed,web
51495,5,2025-02-20,46.37,refunded,mobile
51496,92,2025-10-24,32.44,completed,web
51497,51,2024-02-10,27.03,cancelled,mobile
51498,57,2024-05-07,133.64,completed,mobile
51499,47,2024-12-13,27.39,pending,web
51500,13,2024-03-16,44.29,completed,mobile
51501,44,2025-03-31,34.84,completed,mobile
51502,77,2024-05-23,26.54,completed,store
51503,73,2024-10-25,20.24,cancelled,mobile
51504,61,2025-11-20,16.99,refunded,web
51505,78,2025-01-28,34.52,completed,mobile
51506,19,2024-09-22,36.49,cancelled,web
51507,80,2024-12-18,90.75,cancelled,web
51508,48,2025-05-11,291.31,pending,web
51509,115,2025-11-15,147.09,completed,web
51510,20,2024-05-02,76.7,pending,mobile
51511,82,2025-06-20,44.45,refunded,web
51512,43,2024-10-04,64.52,refunded,mobile
51513,11,2024-02-27,46.38,completed,web
51514,95,2025-10-28,107.3,refunded,web
51515,6,2024-09-29,59.35,completed,mobile
51516,118,2024-05-15,56.54,completed,web
51517,98,2025-04-20,16.55,pending,web
51518,26,2025-08-26,24.28,cancelled,web
51519,56,2024-04-24,97.08,refunded,web
51520,104,2025-04-12,45.35,refunded,web
51521,65,2024-10-17,139.76,cancelled,web
51522,36,2025-05-30,33.19,completed,web
51523,41,2025-06-05,51.86,completed,mobile
51524,87,2025-03-29,26.21,completed,web
51525,14,2024-08-06,36.43,cancelled,web
51526,88,2025-09-16,15.07,completed,web
51527,99,2024-06-24,203.95,completed,web
51528,67,2025-10-31,69.28,refunded,web
51529,120,2024-11-06,41.61,refunded,web
51530,96,2024-11-11,45.62,pending,web
51531,52,2025-02-22,18.23,pending,mobile
51532,3,2024-07-26,12.19,completed,mobile
51533,4,2025-01-26,30.64,completed,mobile
51534,80,2024-10-07,25.6,completed,mobile
51535,93,2024-02-17,106.95,refunded,web
51536,36,2025-08-23,44.58,refunded,web
51537,69,2024-10-18,93.63,refunded,web
51538,20,2025-08-26,37.84,completed,web
51539,42,2025-11-07,25.95,completed,mobile
51540,18,2024-03-10,329.47,refunded,web
51541,110,2025-04-01,86.42,completed,web
51542,59,2024-07-22,131.03,completed,mobile
51543,,2025-02-24,31.61,completed,mobile
51544,8,2025-06-08,35.7,completed,store
51545,112,2025-07-05,53.12,refunded,web
51546,10,2025-07-25,130.82,cancelled,mobile
51547,12,2025-04-24,264.36,pending,mobile
51548,60,2024-06-04,69.18,refunded,mobile
51549,59,2025-03-18,140.99,completed,web
51550,107,2024-01-09,27.13,completed,store
51551,75,2024-11-30,62.57,completed,mobile
51552,74,2025-08-13,32.34,completed,mobile
51553,109,2024-05-10,198.13,completed,store
51554,119,2024-08-01,32.46,completed,web
51555,118,2024-12-29,48.82,pending,mobile
51556,16,2024-06-28,55.88,cancelled,web
51557,97,2025-05-15,94.34,completed,web
51558,27,2025-06-03,41.5,completed,store
51559,551,2024-04-12,129.96,refunded,web
51560,90,2025-10-21,56.35,pending,mobile
51561,8,2024-08-02,263.91,completed,mobile
51562,106,2024-06-25,20.38,completed,mobile
51563,104,2025-01-08,20.49,completed,web
51564,48,2024-09-28,65.56,completed,web
51565,114,2024-05-27,34.93,cancelled,web
51566,511,2025-03-05,6.48,cancelled,web
51567,110,2025-10-14,119.58,completed,mobile
51568,47,2025-11-15,99.89,refunded,mobile
51569,74,2024-08-12,60.97,completed,web
51570,11,2025-02-17,23.94,completed,web
51571,24,2024-11-04,91.05,cancelled,store
51572,35,2024-05-14,36.55,completed,mobile
51573,120,2025-01-29,138.99,completed,web
51574,82,2024-08-31,26.37,cancelled,web
51575,110,2025-10-05,49.77,pending,web
51576,36,2025-06-10,138.75,completed,web
51577,104,2025-07-16,50.88,completed,mobile
51578,34,2025-01-09,48.91,cancelled,web
51579,30,2024-04-23,23.68,pending,web
51580,11,2025-05-31,172.38,completed,mobile
51581,29,2024-07-22,92.46,cancelled,mobile
51582,73,2025-06-21,13.26,cancelled,web
51583,68,2024-06-11,27.14,refunded,store
51584,29,2024-06-04,205.75,pending,store
51585,36,2025-02-14,51.73,completed,web
51586,33,2025-11-15,18.36,completed,web
51587,21,2024-09-05,45.21,pending,web
51588,25,2024-12-24,42.44,completed,web
51589,16,2025-06-20,11.47,pending,web
51590,57,2024-05-07,63.71,completed,web
51591,97,2024-12-15,20.99,pending,mobile
51592,113,2025-05-13,88.77,completed,web
51593,94,2025-09-05,110.13,refunded,web
51594,90,2025-03-07,74.05,refunded,mobile
51595,46,2024-04-13,99.88,cancelled,web
51596,76,2024-09-29,109.09,cancelled,web
51597,67,2025-11-14,35.52,cancelled,mobile
51598,83,2025-08-12,22.03,refunded,store
51599,54,2024-02-10,19.09,pending,mobile
51600,67,2025-02-12,186.41,pending,mobile
51601,4,2024-07-04,277.21,completed,web
51602,88,2024-09-11,12.11,completed,web
51603,82,2024-06-13,8.59,cancelled,mobile
51604,95,2024-12-22,89.55,pending,store
51605,43,2025-07-05,462.09,completed,web
51606,40,2024-04-02,73.4,pending,mobile
51607,97,2024-09-28,149.72,completed,mobile
51608,115,2024-06-12,146.78,completed,web
51609,40,2025-10-19,78.46,cancelled,web
51610,80,2024-07-22,99.61,completed,mobile
51611,51,2025-01-29,27.14,completed,web
51612,29,2024-02-11,35.22,completed,web
51613,29,2024-08-12,33.8,refunded,mobile
51614,,2024-01-22,149.75,pending,web
51615,71,2024-07-15,23.56,cancelled,web
51616,74,2025-01-31,186.27,completed,mobile
51617,34,2025-01-08,36.31,refunded,web
51618,111,2024-09-09,151.96,completed,store
51619,101,2025-05-02,57.84,cancelled,web
51620,45,2025-10-22,31.48,completed,web
51621,57,2025-03-22,15.43,refunded,web
51622,45,2024-05-31,20.38,refunded,web
51623,33,2024-01-29,100.66,refunded,mobile
51624,18,2024-08-08,76.85,refunded,mobile
51625,43,2025-06-04,65.45,completed,store
51626,79,2025-01-01,96.14,completed,mobile
51627,68,2024-06-14,85.75,cancelled,mobile
51628,23,2024-01-31,84.05,completed,web
51629,13,2025-08-10,138.54,pending,web
51630,61,2024-12-17,27.91,completed,mobile
51631,113,2024-04-02,25.32,completed,web
51632,83,2024-12-13,50.52,completed,web
51633,78,2025-07-24,19.58,completed,web
51634,,2024-11-09,105.32,completed,web
51635,80,2025-07-02,29.16,refunded,store
51636,77,2024-06-30,107.03,completed,mobile
51637,57,2024-02-09,88.83,completed,store
51638,14,2024-07-03,63.93,completed,web
51639,78,2025-09-19,217.6,pending,mobile
51640,15,2024-03-08,37.65,completed,store
51641,63,2025-02-17,211.39,refunded,mobile
51642,108,2025-06-16,9.7,cancelled,mobile
51643,90,2025-02-07,156.02,completed,web
51644,58,2024-10-26,168.88,pending,web
51645,,2025-07-28,52.57,pending,store
51646,99,2025-12-01,100.88,completed,web
51647,12,2025-08-24,126.85,completed,mobile
51648,95,2024-01-29,21.17,completed,web
51649,69,2025-12-01,56.97,completed,mobile
51650,6,2024-04-11,50.57,completed,mobile
51651,10,2025-05-22,16.62,completed,web
51652,49,2024-04-29,7.16,completed,store
51653,50,2025-01-15,151.14,completed,web
51654,32,2024-09-21,143.31,cancelled,mobile
51655,116,2024-07-28,151.59,completed,web
51656,53,2024-07-13,134.62,cancelled,web
51657,89,2025-04-04,9.56,completed,mobile
51658,15,2025-05-15,13.94,completed,store
51659,33,2025-02-11,35.17,cancelled,web
51660,98,2024-07-25,238.52,pending,web
51661,67,2025-04-25,52.73,completed,mobile
51662,24,2024-03-10,20.51,pending,mobile
51663,57,2024-02-12,88.1,completed,mobile
51664,93,2025-08-05,109.91,completed,web
51665,26,2024-02-27,45.28,completed,mobile
51666,29,2024-07-18,23.14,completed,store
51667,9,2025-09-08,59.98,completed,mobile
51668,41,2024-03-07,41.18,cancelled,mobile
51669,93,2025-01-14,37.38,completed,mobile
51670,5,2024-03-16,50.39,pending,web
51671,79,2024-08-31,108.68,completed,store
51672,82,2024-06-05,31.38,completed,web
51673,82,2025-02-01,44.86,completed,web
51674,59,2025-07-08,12.63,completed,store
51675,54,2025-04-16,100.7,pending,web
51676,44,2025-02-12,17.49,completed,web
51677,25,2025-11-06,104.67,pending,mobile
51678,98,2025-01-18,71.31,completed,web
51679,70,2024-11-03,136.73,completed,web
51680,71,2025-11-06,38.49,completed,store
51681,4,2025-01-30,61.48,refunded,mobile
51682,99,2025-02-15,94.6,completed,web
51683,60,2024-05-13,115.13,cancelled,store
51684,79,2025-10-05,296.74,completed,web
51685,2,2024-02-24,41.68,completed,web
51686,20,2024-11-10,119.08,completed,mobile
51687,107,2024-12-12,82.93,completed,mobile
51688,21,2024-06-04,31.28,cancelled,web
51689,72,2025-04-25,81.9,completed,store
51690,85,2025-03-31,156.29,pending,web
51691,3,2025-01-06,248.1,completed,web
51692,3,2025-11-18,127.9,completed,store
51693,9,2025-10-01,33.76,completed,web
51694,120,2025-11-15,16.32,completed,mobile
51695,101,2025-09-09,220.44,cancelled,store
51696,54,2025-01-08,102.92,completed,store
51697,116,2025-05-16,39.74,refunded,web
51698,40,2025-03-19,39.42,refunded,web
51699,11,2024-02-02,108.02,completed,web
51700,26,2025-01-24,32.01,completed,mobile
51701,43,2025-06-08,44.45,completed,mobile
51702,71,2024-10-15,77.92,cancelled,store
51703,3,2024-04-19,34.62,completed,web
51704,103,2024-03-30,223.86,completed,mobile
51705,112,2025-10-08,79.19,refunded,store
51706,24,2024-04-03,22.14,cancelled,web
51707,105,2025-05-22,65.95,completed,mobile
51708,76,2024-03-03,46.05,completed,web
51709,26,2025-07-09,62.53,completed,mobile
51710,10,2024-11-25,88.58,pending,mobile
51711,76,2025-02-26,55.34,pending,web
51712,45,2025-06-27,79.24,completed,web
51713,9,2024-03-02,142.4,completed,mobile
51714,116,2024-01-13,17.14,completed,mobile
51715,78,2024-03-08,79.03,completed,web
51716,96,2025-01-14,54.5,completed,mobile
51717,96,2025-08-24,11.54,pending,web
51718,60,2025-02-16,32.28,pending,web
51719,95,2025-03-05,107.72,refunded,web
51720,584,2024-06-25,51.65,completed,web
51721,51,2025-07-16,36.59,cancelled,mobile
51722,56,2024-06-12,51.66,completed,store
51723,9,2025-05-03,65.57,cancelled,store
51724,103,2025-05-17,19.56,completed,web
51725,40,2025-03-15,81.94,cancelled,web
51726,93,2024-05-11,17.25,pending,web
51727,42,2024-11-16,398.9,pending,mobile
51728,72,2024-12-05,179.34,refunded,mobile
51729,31,2024-09-12,52.91,completed,web
51730,113,2024-05-31,66.43,pending,web
51731,116,2024-09-29,19.4,completed,mobile
51732,36,2025-01-07,19.94,completed,web
51733,80,2024-05-29,52.85,cancelled,web
51734,104,2025-09-03,67.87,completed,mobile
51735,25,2025-05-31,11.99,pending,mobile
51736,,2024-05-27,78.48,completed,web
51737,117,2025-04-02,82.5,cancelled,web
51738,41,2024-10-07,50.4,cancelled,web
51739,21,2024-11-26,181.0,completed,web
51740,107,2025-07-17,16.07,completed,web
51741,42,2024-02-05,74.43,cancelled,web
51742,66,2024-05-15,51.09,completed,web
51743,67,2024-08-28,21.53,completed,web
51744,53,2024-03-12,53.29,cancelled,web
51745,102,2024-06-07,58.97,completed,web
51746,15,2024-09-24,108.68,pending,web
51747,29,2024-06-05,35.52,refunded,mobile
51748,3,2024-10-23,52.76,refunded,web
51749,9,2025-08-26,53.56,completed,mobile
51750,48,2024-06-17,45.75,completed,store
51751,96,2024-09-29,64.57,completed,mobile
51752,97,2024-12-08,34.89,pending,web
51753,78,2025-11-18,56.2,completed,web
51754,50,2024-07-29,19.74,refunded,web
51755,89,2025-08-30,112.76,completed,mobile
51756,30,2024-09-15,105.86,refunded,web
51757,42,2025-02-04,65.23,pending,web
51758,77,2025-11-14,109.23,cancelled,web
51759,1,2025-09-26,40.64,completed,web
51760,48,2024-07-14,42.2,refunded,web
51761,99,2024-05-02,36.91,completed,web
51762,82,2025-11-29,30.73,refunded,mobile
51763,508,2024-06-05,27.42,pending,web
51764,64,2025-04-21,61.38,completed,store
51765,113,2024-10-15,81.48,completed,web
51766,35,2024-07-11,27.1,completed,store
51767,6,2025-03-21,72.92,completed,mobile
51768,96,2025-01-07,21.15,pending,mobile
51769,48,2025-01-15,111.97,completed,mobile
51770,45,2025-08-17,41.72,completed,mobile
51771,19,2025-05-21,84.16,pending,web
51772,33,2024-12-06,46.72,refunded,web
51773,6,2025-10-02,24.87,refunded,mobile
51774,21,2025-08-10,13.49,completed,mobile
51775,113,2025-05-28,62.4,cancelled,web
51776,120,2024-06-17,165.04,completed,web
51777,42,2025-01-17,61.36,refunded,mobile
51778,29,2025-02-21,17.76,completed,mobile
51779,115,2024-01-01,129.85,completed,mobile
51780,40,2025-02-19,37.96,refunded,web
51781,105,2024-01-17,7.05,completed,web
51782,58,2025-03-08,37.87,completed,web
51783,76,2025-10-12,65.02,pending,store
51784,64,2024-02-01,27.76,pending,mobile
51785,99,2025-08-24,71.53,refunded,web
51786,4,2025-05-14,82.57,completed,mobile
51787,11,2025-10-08,168.9,refunded,web
51788,78,2024-02-05,30.65,refunded,store
51789,28,2024-04-07,171.25,cancelled,web
51790,36,2025-02-01,140.64,refunded,web
51791,75,2025-06-13,47.81,completed,store
51792,6,2024-12-05,38.82,completed,web
51793,63,2025-01-31,437.56,completed,mobile
51794,6,2024-08-16,26.16,pending,web
51795,57,2024-04-28,64.26,completed,mobile
51796,588,2025-01-12,68.03,pending,web
51797,56,2025-03-08,282.3,pending,web
51798,118,2024-05-20,28.23,cancelled,web
51799,26,2025-07-13,42.49,completed,store
51800,85,2025-02-27,29.37,refunded,mobile
51801,2,2025-06-06,87.66,refunded,web
51802,517,2024-11-23,93.82,pending,web
51803,28,2025-02-01,67.18,completed,web
51804,17,2024-05-28,255.78,cancelled,web
51805,81,2025-10-02,42.09,completed,web
51806,97,2024-11-24,36.43,completed,mobile
51807,17,2025-06-05,270.83,refunded,web
51808,77,2025-05-24,110.17,completed,web
51809,72,2024-05-29,34.77,refunded,mobile
51810,118,2025-07-02,366.23,pending,mobile
51811,50,2025-08-26,85.85,cancelled,web
51812,44,2025-05-16,65.44,refunded,web
51813,35,2025-08-31,56.19,completed,store
51814,73,2024-11-09,27.78,refunded,web
51815,34,2025-11-16,148.62,completed,mobile
51816,89,2025-01-05,109.23,completed,mobile
51817,75,2024-04-30,70.42,refunded,mobile
51818,24,2025-05-23,40.46,refunded,web
51819,73,2024-12-15,14.75,completed,web
51820,49,2025-02-06,64.62,cancelled,web
51821,35,2025-03-13,78.73,completed,web
51822,50,2024-05-23,26.36,completed,web
51823,9,2025-07-15,57.91,completed,store
51824,88,2024-02-10,203.67,completed,web
51825,80,2024-10-18,47.8,cancelled,mobile
51826,97,2025-07-19,41.28,completed,mobile
51827,41,2024-06-24,17.67,completed,web
51828,95,2024-10-03,91.43,completed,mobile
51829,29,2025-09-16,30.27,completed,web
51830,1,2024-11-11,27.68,pending,web
51831,30,2024-03-24,42.95,completed,mobile
51832,50,2025-01-24,14.64,pending,mobile
51833,68,2024-01-22,54.4,pending,mobile
51834,48,2024-03-20,89.03,pending,web
51835,52,2024-11-17,40.66,refunded,web
51836,30,2025-04-25,70.84,completed,web
51837,546,2025-01-25,15.79,pending,store
51838,12,2024-12-22,29.23,completed,web
51839,22,2025-08-22,92.52,completed,mobile
51840,49,2024-08-22,172.75,completed,web
51841,56,2024-07-09,30.76,cancelled,web
51842,112,2024-02-23,88.96,refunded,web
51843,71,2025-03-09,116.05,completed,mobile
51844,10,2024-04-13,11.55,cancelled,web
51845,60,2025-01-12,80.17,completed,web
51846,2,2024-06-24,121.26,completed,mobile
51847,115,2024-05-18,21.88,completed,web
51848,78,2025-08-10,117.69,pending,web
51849,15,2024-06-14,125.51,completed,store
51850,,2025-05-16,83.75,cancelled,mobile
51851,114,2025-10-24,148.49,cancelled,mobile
51852,108,2024-09-14,57.85,cancelled,store
51853,17,2024-07-30,95.94,pending,web
51854,39,2024-11-18,50.67,completed,web
51855,82,2025-04-05,153.79,completed,web
51856,,2025-03-25,29.97,refunded,web
51857,113,2024-05-13,47.97,completed,store
51858,119,2025-01-18,16.15,pending,store
51859,112,2025-09-04,10.18,cancelled,web
51860,120,2025-05-05,21.27,completed,store
51861,,2025-07-29,23.18,completed,web
51862,43,2025-04-16,39.2,completed,web
51863,67,2025-03-24,106.19,cancelled,web
51864,100,2025-08-02,22.95,refunded,mobile
51865,35,2024-07-20,20.85,pending,web
51866,6,2024-05-16,19.41,pending,mobile
51867,114,2025-07-14,258.72,completed,web
51868,22,2025-05-20,9.96,completed,mobile
51869,48,2024-09-21,70.0,refunded,web
51870,86,2024-06-08,241.23,cancelled,mobile
51871,36,2024-09-08,52.67,cancelled,web
51872,93,2024-02-22,140.09,completed,web
51873,19,2024-08-12,114.32,completed,store
51874,90,2025-01-06,44.16,cancelled,web
51875,11,2025-09-30,37.21,completed,mobile
51876,119,2025-03-22,42.88,pending,web
51877,4,2025-01-14,26.35,pending,store
51878,51,2025-02-19,47.79,completed,mobile
51879,22,2025-09-04,36.43,completed,web
51880,11,2024-01-09,22.35,completed,store
51881,102,2025-10-25,52.28,completed,store
51882,47,2024-12-31,71.19,completed,store
51883,43,2025-08-19,138.05,completed,mobile
51884,79,2024-03-14,107.36,completed,web
51885,110,2025-10-20,125.19,pending,mobile
51886,89,2025-02-06,252.88,refunded,web
51887,58,2025-06-05,24.17,pending,web
51888,120,2024-11-12,74.22,pending,web
